month,product_name,market_sales_value,market_sales_units,competitor_name,region,data_source
2023-12,NEUROTON OD,1713653.35,16898,AbbVie,East,IQVIA
2023-12,NeurotonOD,803937.32,5949,AstraZeneca,West,Third Party Estimate
2023-12,Neuroton OD ,1717236.07,19779,Local Generic,North,Local Market Audit
2023-12,NEUROTON OD,1158902.01,8585,AbbVie,South,Distributor Panel
2023-12,NeurotonOD,1124459.12,8206,Local Generic,Gulf,Third Party Estimate
2023-12,NeurotonOD,1146679.97,15096,AbbVie,Central,Distributor Panel
2024-01,Cardiostat ,806995.25,16969,Local Generic,Central,Local Market Audit
2024-01,Cardiostat,1565391.56,12627,AbbVie,South,Third Party Estimate
2024-01,CARDIOSTAT,457586.23,6730,Local Generic,Gulf,Third Party Estimate
2024-01,Cardiostat XR,1525776.39,11137,Pfizer,North,Local Market Audit
2024-01,Cardiostat XR,972469.7,15994,AstraZeneca,West,Third Party Estimate
2024-01,Cardiostat XR,1903247.42,15776,Pfizer,Central,IQVIA
2024-01,CARDIOSTAT XR,886213.78,7643,AbbVie,East,Distributor Panel
2024-01,CARDIOSTAT XR,1153972.01,10533,Sanofi,South,IQVIA
2024-01,Cardiostat XR,892337.51,10558,Pfizer,Gulf,Local Market Audit
2024-01,GlucoFree ,854736.41,9867,Sanofi,East,IQVIA
2024-01,GlucoFree,868685.31,7720,Sanofi,Gulf,IQVIA
2024-01,GLUCOFREE,2274291.94,17056,AstraZeneca,West,Local Market Audit
2024-01,GlucoFree ,1160161.65,11816,Novartis,North,Third Party Estimate
2024-01,GlucoFree ,1385835.04,13093,AbbVie,South,IQVIA
2024-01,GlucoFree XR,288213.63,4465,AstraZeneca,West,IQVIA
2024-01,GlucoFreeXR,1239658.91,19752,Novartis,Central,Third Party Estimate
2024-01,GlucoFreeXR,701401.36,5525,AstraZeneca,Gulf,Third Party Estimate
2024-01,GlucoFreeXR,772880.63,13838,AbbVie,South,Local Market Audit
2024-01,BRONCHION,903453.5,12207,Sanofi,Central,Local Market Audit
2024-01,Bronchion ,1859674.66,18293,AbbVie,Gulf,Local Market Audit
2024-01,BRONCHION,2135474.23,19260,AstraZeneca,North,Local Market Audit
2024-01,Bronchion ,1076643.14,17151,AstraZeneca,East,IQVIA
2024-01,BRONCHION,1596530.73,17537,AbbVie,West,Third Party Estimate
2024-01,BRONCHION COLD,425921.68,8886,Sanofi,Gulf,IQVIA
2024-01,Bronchion Cold ,857858.48,11845,AstraZeneca,West,Third Party Estimate
2024-01,BronchionCold,1995115.25,20070,AstraZeneca,Central,Distributor Panel
2024-01,Bronchion Cold ,1076182.74,21984,AstraZeneca,East,Local Market Audit
2024-01,BRONCHION COLD,1804468.53,14569,Sanofi,South,IQVIA
2024-01,Bronchion Cold,2038411.79,16062,AbbVie,North,IQVIA
2024-01,IMMUNEX,1367103.4,22497,Novartis,South,Local Market Audit
2024-01,Immunex,1759234.99,22460,AstraZeneca,Central,Local Market Audit
2024-01,Immunex,1211469.73,16641,AstraZeneca,East,IQVIA
2024-01,Immunex,1325139.83,11076,Sanofi,West,Local Market Audit
2024-01,IMMUNEX JUNIOR,2329358.27,28301,AstraZeneca,South,Distributor Panel
2024-01,Immunex Junior,1874951.97,21321,AbbVie,Gulf,Distributor Panel
2024-01,Immunex Junior ,2175518.25,27173,Sanofi,East,IQVIA
2024-01,Immunex Junior ,1544912.25,28690,Local Generic,North,Distributor Panel
2024-01,GastroEase,1156413.85,12570,Sanofi,Central,Distributor Panel
2024-01,GastroEase ,1347802.08,13644,Sanofi,West,IQVIA
2024-01,GastroEase ,502249.89,4204,Pfizer,South,IQVIA
2024-01,GastroEaseDSR,1151665.65,8765,Novartis,West,Distributor Panel
2024-01,GastroEaseDSR,410383.13,5966,Local Generic,Gulf,Local Market Audit
2024-01,GASTROEASE DSR,354794.05,4793,AbbVie,North,IQVIA
2024-01,GastroEase DSR,895312.06,13716,Novartis,South,Local Market Audit
2024-01,AllerSafe,841996.55,10345,Pfizer,North,Distributor Panel
2024-01,ALLERSAFE,673580.7,11608,Local Generic,Gulf,Local Market Audit
2024-01,ALLERSAFE,242858.64,5302,AbbVie,East,Distributor Panel
2024-01,AllerSafe ,1699608.38,14641,AstraZeneca,Central,Third Party Estimate
2024-01,AllerSafe,362937.01,6654,AstraZeneca,South,Third Party Estimate
2024-01,ALLERSAFE,867459.87,11585,Novartis,West,Distributor Panel
2024-01,AllerSafePlus,939982.71,19769,Novartis,South,Local Market Audit
2024-01,ALLERSAFE PLUS,1706646.27,16042,AbbVie,Central,Third Party Estimate
2024-01,AllerSafe Plus,576990.16,5463,AstraZeneca,East,IQVIA
2024-01,Neuroton OD ,638512.83,10397,Pfizer,East,IQVIA
2024-01,Neuroton OD,831970.36,11901,Pfizer,South,Third Party Estimate
2024-01,Neuroton OD ,1317234.82,11688,AbbVie,West,Third Party Estimate
2024-01,NEUROTON OD,552059.93,5746,Sanofi,Gulf,IQVIA
2024-01,NEUROTON OD,1055398.31,7966,AstraZeneca,Central,Distributor Panel
2024-02,Cardiostat,614914.68,4629,AbbVie,Central,IQVIA
2024-02,CARDIOSTAT,1055797.05,9820,Pfizer,North,IQVIA
2024-02,Cardiostat ,645418.85,14007,Sanofi,East,Distributor Panel
2024-02,Cardiostat,767226.02,6601,Local Generic,West,IQVIA
2024-02,Cardiostat ,1489119.28,19383,Sanofi,South,IQVIA
2024-02,Cardiostat,911308.18,9133,AbbVie,Gulf,Third Party Estimate
2024-02,Cardiostat XR,1191042.16,9165,Novartis,North,IQVIA
2024-02,Cardiostat XR,250734.97,5431,AbbVie,West,Distributor Panel
2024-02,Cardiostat XR,746557.52,12041,AstraZeneca,South,Third Party Estimate
2024-02,CardiostatXR,624867.49,7391,Sanofi,Central,IQVIA
2024-02,Cardiostat XR,1214568.03,13103,Novartis,Gulf,Local Market Audit
2024-02,GlucoFree,720274.44,9666,AstraZeneca,West,Third Party Estimate
2024-02,GlucoFree,293932.3,4043,Local Generic,North,Local Market Audit
2024-02,GLUCOFREE,1559342.25,11355,Local Generic,Gulf,Local Market Audit
2024-02,GlucoFree XR,1559618.89,12501,Sanofi,North,IQVIA
2024-02,GlucoFreeXR,2230260.69,17749,Pfizer,West,Local Market Audit
2024-02,GlucoFree XR,1285206.01,15141,Novartis,Gulf,Distributor Panel
2024-02,GlucoFree XR ,320211.7,4780,Local Generic,Central,Distributor Panel
2024-02,BRONCHION,421948.12,8287,Novartis,Gulf,Distributor Panel
2024-02,Bronchion ,1894746.32,14249,Local Generic,North,Distributor Panel
2024-02,BRONCHION,936201.0,13933,Novartis,Central,IQVIA
2024-02,Bronchion,763856.3,8709,AbbVie,East,IQVIA
2024-02,Bronchion ,2209766.87,18698,Sanofi,West,Third Party Estimate
2024-02,Bronchion,769927.31,14367,Local Generic,South,IQVIA
2024-02,Bronchion Cold,1188740.13,14384,Local Generic,East,Distributor Panel
2024-02,Bronchion Cold ,866842.17,14091,AbbVie,South,Local Market Audit
2024-02,BRONCHION COLD,1022422.49,8424,Pfizer,North,IQVIA
2024-02,BRONCHION COLD,1185745.46,8571,Novartis,Gulf,Third Party Estimate
2024-02,IMMUNEX,741496.59,6971,Pfizer,Gulf,Distributor Panel
2024-02,IMMUNEX,691975.68,7793,AstraZeneca,North,Third Party Estimate
2024-02,Immunex ,2663075.67,28905,Local Generic,East,Third Party Estimate
2024-02,Immunex,1310000.65,9978,Sanofi,Central,Third Party Estimate
2024-02,IMMUNEX,863900.97,8321,Local Generic,West,Distributor Panel
2024-02,IMMUNEX JUNIOR,885047.12,13840,Local Generic,West,IQVIA
2024-02,Immunex Junior ,1368938.1,17303,Sanofi,Central,Distributor Panel
2024-02,IMMUNEX JUNIOR,697137.32,14684,Pfizer,Gulf,Distributor Panel
2024-02,ImmunexJunior,756918.82,8428,AstraZeneca,North,Local Market Audit
2024-02,ImmunexJunior,943098.02,8781,AstraZeneca,East,IQVIA
2024-02,Immunex Junior ,1955635.63,29701,Sanofi,South,Local Market Audit
2024-02,GastroEase,1523238.87,15052,AstraZeneca,South,Local Market Audit
2024-02,GastroEase ,1945843.79,15631,AstraZeneca,Central,Distributor Panel
2024-02,GASTROEASE,376306.94,7024,AstraZeneca,East,Local Market Audit
2024-02,GASTROEASE,201620.51,4474,Novartis,West,Distributor Panel
2024-02,GastroEase DSR,872529.23,14926,AstraZeneca,East,Distributor Panel
2024-02,GastroEase DSR ,684248.0,5088,AstraZeneca,North,IQVIA
2024-02,GASTROEASE DSR,526940.8,9091,Local Generic,Central,Third Party Estimate
2024-02,GastroEaseDSR,1663559.65,18224,Novartis,West,Distributor Panel
2024-02,ALLERSAFE,729061.61,9990,Local Generic,Gulf,IQVIA
2024-02,AllerSafe,1506107.53,18322,Novartis,Central,Distributor Panel
2024-02,AllerSafe,1353023.43,20505,AbbVie,South,Local Market Audit
2024-02,AllerSafe,707805.04,10469,Novartis,West,IQVIA
2024-02,AllerSafe Plus,930835.68,13416,Local Generic,West,IQVIA
2024-02,ALLERSAFE PLUS,540432.51,4716,AbbVie,North,Third Party Estimate
2024-02,AllerSafe Plus ,800692.16,9927,AstraZeneca,East,Local Market Audit
2024-02,AllerSafe Plus,812122.12,6716,Sanofi,Central,IQVIA
2024-02,AllerSafePlus,476956.27,8680,Novartis,Gulf,Third Party Estimate
2024-02,Neuroton OD,2130555.37,16407,AbbVie,Gulf,Local Market Audit
2024-02,Neuroton OD,970842.64,16201,Sanofi,North,Local Market Audit
2024-02,NeurotonOD,689636.13,7063,Local Generic,Central,Distributor Panel
2024-02,Neuroton OD ,411543.81,8278,Novartis,South,IQVIA
2024-03,Cardiostat,415573.25,6427,Pfizer,North,Third Party Estimate
2024-03,Cardiostat ,1897469.17,15870,AbbVie,West,Distributor Panel
2024-03,Cardiostat,482954.39,5903,AbbVie,Gulf,Distributor Panel
2024-03,Cardiostat ,496953.1,7098,Sanofi,South,Local Market Audit
2024-03,Cardiostat,850358.83,16721,Pfizer,East,Distributor Panel
2024-03,Cardiostat XR,1399247.43,15505,AbbVie,Central,IQVIA
2024-03,CARDIOSTAT XR,1207837.47,12836,Pfizer,South,Third Party Estimate
2024-03,CARDIOSTAT XR,491672.17,8076,Novartis,North,Local Market Audit
2024-03,Cardiostat XR ,651378.13,4690,Novartis,Gulf,Local Market Audit
2024-03,Cardiostat XR,1409158.09,18695,Pfizer,East,Third Party Estimate
2024-03,CardiostatXR,985563.13,12971,AstraZeneca,West,Third Party Estimate
2024-03,GlucoFree,343485.16,5814,Pfizer,Gulf,IQVIA
2024-03,GlucoFree,1537135.33,16031,AbbVie,Central,Distributor Panel
2024-03,GlucoFree ,1101506.4,11088,Pfizer,West,Local Market Audit
2024-03,GlucoFree XR ,511482.81,10295,Sanofi,West,Distributor Panel
2024-03,GlucoFreeXR,504824.39,4193,Sanofi,South,Third Party Estimate
2024-03,GLUCOFREE XR,2306318.61,16787,Novartis,Gulf,Distributor Panel
2024-03,GlucoFreeXR,2008213.47,16267,Local Generic,North,Third Party Estimate
2024-03,GLUCOFREE XR,940734.18,14967,AbbVie,Central,Third Party Estimate
2024-03,Bronchion,929197.84,16052,Novartis,North,Local Market Audit
2024-03,Bronchion,819606.78,16238,AbbVie,Central,IQVIA
2024-03,Bronchion ,771362.59,10860,AstraZeneca,South,Third Party Estimate
2024-03,BRONCHION,1854564.28,16904,Sanofi,Gulf,Third Party Estimate
2024-03,Bronchion ,1882422.21,13816,AstraZeneca,West,Distributor Panel
2024-03,BRONCHION COLD,1130224.94,8962,Novartis,South,Local Market Audit
2024-03,Bronchion Cold,1489128.1,13930,Local Generic,East,IQVIA
2024-03,Bronchion Cold,1464911.59,13755,Novartis,North,Distributor Panel
2024-03,BronchionCold,1170013.14,15807,AbbVie,Gulf,Third Party Estimate
2024-03,Bronchion Cold ,1203000.86,17450,Sanofi,West,Third Party Estimate
2024-03,Immunex,1461431.47,14208,Local Generic,North,IQVIA
2024-03,Immunex,1440750.49,10373,Sanofi,Central,Distributor Panel
2024-03,Immunex,2103271.7,16207,Novartis,East,Local Market Audit
2024-03,Immunex Junior ,1141008.65,10051,Sanofi,North,Distributor Panel
2024-03,IMMUNEX JUNIOR,1237862.5,10765,Sanofi,Central,Local Market Audit
2024-03,ImmunexJunior,1890206.57,15809,AstraZeneca,West,Distributor Panel
2024-03,IMMUNEX JUNIOR,1744830.57,16235,Sanofi,East,IQVIA
2024-03,GastroEase,861386.08,7445,AbbVie,South,Distributor Panel
2024-03,GastroEase,692516.46,9495,AbbVie,East,IQVIA
2024-03,GastroEase,2043933.49,15173,AbbVie,Gulf,Local Market Audit
2024-03,GastroEase,1193169.21,10880,AbbVie,Central,IQVIA
2024-03,GastroEase,2262490.63,16245,AbbVie,West,Third Party Estimate
2024-03,GastroEase,688777.92,6096,AbbVie,North,Distributor Panel
2024-03,GASTROEASE DSR,927749.42,7830,AbbVie,East,IQVIA
2024-03,GastroEase DSR ,685571.82,6518,AbbVie,North,Third Party Estimate
2024-03,GastroEaseDSR,837839.63,8754,Pfizer,Central,Distributor Panel
2024-03,GastroEase DSR,1181447.83,18722,Local Generic,South,Local Market Audit
2024-03,ALLERSAFE,564365.42,5592,Pfizer,Gulf,IQVIA
2024-03,AllerSafe,927374.81,10501,AbbVie,East,Local Market Audit
2024-03,ALLERSAFE,1055309.39,11525,Novartis,Central,Third Party Estimate
2024-03,ALLERSAFE,457464.97,4010,Novartis,North,IQVIA
2024-03,AllerSafe Plus,1304216.79,13614,AstraZeneca,North,IQVIA
2024-03,AllerSafe Plus,1639881.43,13179,Local Generic,East,IQVIA
2024-03,AllerSafePlus,617745.05,10887,AbbVie,Gulf,Local Market Audit
2024-03,AllerSafePlus,844595.24,8053,AbbVie,South,IQVIA
2024-03,Neuroton OD,766248.08,13638,Pfizer,Central,Third Party Estimate
2024-03,NEUROTON OD,917003.82,7712,Sanofi,Gulf,Third Party Estimate
2024-03,NEUROTON OD,777459.12,8009,Local Generic,South,Third Party Estimate
2024-03,Neuroton OD,405549.43,8776,Pfizer,West,Third Party Estimate
2024-03,Neuroton OD,906841.87,7617,Local Generic,North,IQVIA
2024-04,Cardiostat,1230832.63,10068,Sanofi,Gulf,Distributor Panel
2024-04,Cardiostat,1591528.39,18621,Pfizer,South,IQVIA
2024-04,CARDIOSTAT,515681.41,4774,Sanofi,West,Distributor Panel
2024-04,Cardiostat,932504.18,13229,Sanofi,Central,Distributor Panel
2024-04,Cardiostat ,516822.98,6225,Sanofi,East,Third Party Estimate
2024-04,Cardiostat XR ,573661.01,5673,Novartis,West,Third Party Estimate
2024-04,CARDIOSTAT XR,780699.76,16354,AbbVie,South,Third Party Estimate
2024-04,Cardiostat XR,589728.85,6789,Sanofi,North,Distributor Panel
2024-04,CARDIOSTAT XR,504020.76,4607,Local Generic,Gulf,Distributor Panel
2024-04,Cardiostat XR,1440957.45,12917,AbbVie,East,Local Market Audit
2024-04,Cardiostat XR ,1261815.31,11550,Novartis,Central,IQVIA
2024-04,GlucoFree ,1115850.99,18379,Sanofi,Gulf,Local Market Audit
2024-04,GLUCOFREE,557871.86,11206,AstraZeneca,South,Third Party Estimate
2024-04,GlucoFree ,632438.84,12049,AstraZeneca,West,Third Party Estimate
2024-04,GlucoFree XR,821237.3,7092,Pfizer,West,Third Party Estimate
2024-04,GlucoFree XR,901296.84,9276,AstraZeneca,Gulf,Distributor Panel
2024-04,GlucoFree XR ,1383243.31,12905,Sanofi,East,Distributor Panel
2024-04,Bronchion,1503309.6,14739,Local Generic,South,Third Party Estimate
2024-04,Bronchion,558102.91,5187,Sanofi,West,Distributor Panel
2024-04,Bronchion,2281782.62,18859,Local Generic,East,IQVIA
2024-04,Bronchion Cold,2183189.59,19227,Sanofi,South,Local Market Audit
2024-04,BRONCHION COLD,794797.92,6310,AbbVie,West,Local Market Audit
2024-04,Bronchion Cold,1782351.6,15243,Local Generic,Gulf,IQVIA
2024-04,Immunex ,1917818.91,15381,AstraZeneca,West,Local Market Audit
2024-04,IMMUNEX,1846138.67,16138,Pfizer,Central,Third Party Estimate
2024-04,Immunex ,2018015.49,15661,AbbVie,South,Local Market Audit
2024-04,Immunex,650825.61,8390,AbbVie,Gulf,Local Market Audit
2024-04,Immunex,694430.45,6228,Local Generic,North,Distributor Panel
2024-04,IMMUNEX,1693385.99,17352,Novartis,East,Local Market Audit
2024-04,Immunex Junior,1344429.27,12743,Sanofi,Gulf,Third Party Estimate
2024-04,Immunex Junior ,1541271.09,14221,Local Generic,East,Distributor Panel
2024-04,Immunex Junior,824582.11,17843,Pfizer,South,Third Party Estimate
2024-04,ImmunexJunior,279191.85,5542,Novartis,Central,Distributor Panel
2024-04,ImmunexJunior,1777438.39,14249,Novartis,North,IQVIA
2024-04,GastroEase,979956.78,8119,Local Generic,West,IQVIA
2024-04,GastroEase,1372863.2,10103,AstraZeneca,North,IQVIA
2024-04,GastroEase ,300635.41,4676,Novartis,South,Distributor Panel
2024-04,GASTROEASE,1990530.49,17286,Local Generic,East,Local Market Audit
2024-04,GastroEase,1229379.65,8881,Novartis,Gulf,Local Market Audit
2024-04,GastroEaseDSR,513683.21,8956,Pfizer,West,Distributor Panel
2024-04,GASTROEASE DSR,763348.13,12785,Sanofi,North,IQVIA
2024-04,GastroEaseDSR,2029815.6,19615,AbbVie,Gulf,Distributor Panel
2024-04,ALLERSAFE,1212864.7,10133,AbbVie,Gulf,Third Party Estimate
2024-04,AllerSafe,966146.64,7494,Sanofi,East,Distributor Panel
2024-04,AllerSafe ,1331038.67,11425,AstraZeneca,South,IQVIA
2024-04,ALLERSAFE PLUS,1338995.39,12962,Pfizer,Gulf,Distributor Panel
2024-04,AllerSafe Plus ,2263391.68,16794,Sanofi,East,Distributor Panel
2024-04,AllerSafePlus,887184.3,7207,AstraZeneca,West,Third Party Estimate
2024-04,Neuroton OD,950446.77,8023,Local Generic,North,IQVIA
2024-04,Neuroton OD ,957757.22,8083,Pfizer,East,Local Market Audit
2024-04,Neuroton OD ,1876183.72,14604,Local Generic,South,IQVIA
2024-04,NeurotonOD,836440.58,17700,Pfizer,West,IQVIA
2024-04,Neuroton OD,544194.93,4518,AstraZeneca,Gulf,Local Market Audit
2024-04,Neuroton OD ,718318.33,8176,AbbVie,Central,Distributor Panel
2024-05,Cardiostat,815611.06,15990,Local Generic,West,IQVIA
2024-05,Cardiostat,638024.96,11583,AstraZeneca,North,IQVIA
2024-05,Cardiostat ,833411.71,9626,Local Generic,Central,IQVIA
2024-05,CardiostatXR,1416531.56,12955,Pfizer,South,Local Market Audit
2024-05,Cardiostat XR ,517320.62,5204,AstraZeneca,Central,IQVIA
2024-05,CardiostatXR,958579.68,8304,Novartis,Gulf,Third Party Estimate
2024-05,CARDIOSTAT XR,979846.37,16740,Novartis,North,Distributor Panel
2024-05,Cardiostat XR,695193.37,6393,AstraZeneca,West,Third Party Estimate
2024-05,Cardiostat XR,1102177.6,15179,Sanofi,East,IQVIA
2024-05,GlucoFree,945584.46,8815,Sanofi,Gulf,IQVIA
2024-05,GlucoFree,605108.14,6891,Local Generic,Central,Local Market Audit
2024-05,GlucoFree ,1693041.39,13908,Novartis,West,IQVIA
2024-05,GlucoFree ,564552.16,8548,Sanofi,South,Distributor Panel
2024-05,GlucoFree XR,815624.4,11019,Novartis,Gulf,IQVIA
2024-05,GLUCOFREE XR,2083526.44,16869,Sanofi,East,IQVIA
2024-05,GlucoFree XR,652439.8,13950,AstraZeneca,West,Third Party Estimate
2024-05,GlucoFreeXR,2299473.65,17540,AstraZeneca,South,Third Party Estimate
2024-05,Bronchion,1062890.22,18415,AbbVie,East,Distributor Panel
2024-05,BRONCHION,706586.59,10438,AstraZeneca,West,Local Market Audit
2024-05,BRONCHION,1012048.75,10243,Local Generic,South,Third Party Estimate
2024-05,BRONCHION,1001613.18,8536,Pfizer,Gulf,Distributor Panel
2024-05,Bronchion Cold,926624.18,10507,Pfizer,South,Distributor Panel
2024-05,BronchionCold,589775.33,6239,Local Generic,North,Distributor Panel
2024-05,Bronchion Cold ,862819.66,14026,Sanofi,Gulf,IQVIA
2024-05,BRONCHION COLD,1606528.04,11692,AstraZeneca,East,Third Party Estimate
2024-05,Bronchion Cold ,864192.14,11111,AstraZeneca,West,IQVIA
2024-05,IMMUNEX,869917.89,13364,Novartis,West,Distributor Panel
2024-05,IMMUNEX,858412.05,15263,AbbVie,South,Distributor Panel
2024-05,Immunex ,1534167.36,14056,Novartis,Central,Local Market Audit
2024-05,Immunex,785838.07,16673,Novartis,North,Local Market Audit
2024-05,IMMUNEX JUNIOR,387308.09,5570,AstraZeneca,Gulf,Third Party Estimate
2024-05,ImmunexJunior,1735005.7,16434,Pfizer,Central,Local Market Audit
2024-05,Immunex Junior ,1083337.1,12066,Novartis,North,Local Market Audit
2024-05,IMMUNEX JUNIOR,1024407.58,17494,AstraZeneca,East,Distributor Panel
2024-05,GASTROEASE,967438.16,11954,Pfizer,Gulf,IQVIA
2024-05,GastroEase ,992761.88,7556,Novartis,East,IQVIA
2024-05,GastroEase,725875.55,7020,AstraZeneca,West,IQVIA
2024-05,GastroEase,322999.0,5629,Local Generic,Central,Third Party Estimate
2024-05,GastroEase DSR,1187684.31,10289,AbbVie,East,Local Market Audit
2024-05,GastroEase DSR,557373.12,8308,Sanofi,North,Third Party Estimate
2024-05,GastroEase DSR,846476.73,7533,AstraZeneca,West,IQVIA
2024-05,GastroEaseDSR,1143523.49,10669,AbbVie,Central,Distributor Panel
2024-05,GastroEaseDSR,555344.01,5195,Sanofi,South,Third Party Estimate
2024-05,GastroEase DSR ,922398.96,12959,Novartis,Gulf,Third Party Estimate
2024-05,AllerSafe,2943835.76,25621,Local Generic,South,Local Market Audit
2024-05,AllerSafe,2407390.2,17809,Novartis,East,Third Party Estimate
2024-05,AllerSafe,2226818.98,22885,Novartis,West,Third Party Estimate
2024-05,ALLERSAFE,922516.83,17194,AbbVie,Gulf,Third Party Estimate
2024-05,AllerSafe,439287.28,6649,AstraZeneca,Central,IQVIA
2024-05,AllerSafe,3029904.16,21873,Local Generic,North,IQVIA
2024-05,AllerSafePlus,1565707.81,11735,Novartis,Gulf,IQVIA
2024-05,ALLERSAFE PLUS,2349305.36,24992,AstraZeneca,West,Local Market Audit
2024-05,AllerSafe Plus,1230371.91,18166,Novartis,Central,IQVIA
2024-05,AllerSafe Plus ,1051981.69,13393,AbbVie,North,Local Market Audit
2024-05,NeurotonOD,1529023.9,12348,Sanofi,Gulf,Distributor Panel
2024-05,Neuroton OD ,519646.41,8186,AstraZeneca,North,IQVIA
2024-05,Neuroton OD,702104.53,7542,AstraZeneca,Central,Distributor Panel
2024-06,Cardiostat ,1248628.76,15449,Novartis,North,Distributor Panel
2024-06,Cardiostat,1498766.37,16884,AbbVie,Central,IQVIA
2024-06,CARDIOSTAT,755741.5,7184,Local Generic,East,Local Market Audit
2024-06,Cardiostat,2231064.7,16433,Local Generic,West,Distributor Panel
2024-06,Cardiostat,635665.01,7668,Pfizer,South,Local Market Audit
2024-06,Cardiostat XR ,2322599.73,17670,Local Generic,East,Local Market Audit
2024-06,CARDIOSTAT XR,1111414.66,8689,Novartis,Gulf,Local Market Audit
2024-06,CARDIOSTAT XR,1719621.84,16572,Pfizer,South,IQVIA
2024-06,Cardiostat XR,620281.2,5742,AstraZeneca,Central,IQVIA
2024-06,Cardiostat XR ,1895149.0,18229,AstraZeneca,West,Distributor Panel
2024-06,CardiostatXR,1294242.15,11005,AbbVie,North,Local Market Audit
2024-06,GLUCOFREE,863844.39,11076,AbbVie,North,IQVIA
2024-06,GlucoFree,1194090.92,15924,Pfizer,Central,Local Market Audit
2024-06,GlucoFree,816936.8,10761,Novartis,West,Distributor Panel
2024-06,GlucoFree,1012967.05,7445,Sanofi,South,Local Market Audit
2024-06,GLUCOFREE XR,1564939.11,17820,AstraZeneca,West,Local Market Audit
2024-06,GLUCOFREE XR,1083979.41,15344,AstraZeneca,South,Third Party Estimate
2024-06,GLUCOFREE XR,1138159.47,9406,AbbVie,Gulf,IQVIA
2024-06,GlucoFreeXR,397201.82,6875,AbbVie,East,Distributor Panel
2024-06,GlucoFree XR ,840036.93,8490,Pfizer,Central,Local Market Audit
2024-06,GlucoFree XR,318885.32,4611,AbbVie,North,Distributor Panel
2024-06,BRONCHION,1221766.15,9590,AstraZeneca,East,Local Market Audit
2024-06,Bronchion ,1209432.45,15938,Local Generic,Gulf,Third Party Estimate
2024-06,BRONCHION,375253.77,5196,Novartis,Central,Distributor Panel
2024-06,Bronchion,1160385.58,11685,Pfizer,South,Local Market Audit
2024-06,Bronchion,672401.04,8953,Local Generic,North,Distributor Panel
2024-06,BRONCHION COLD,290860.34,6163,Local Generic,East,Distributor Panel
2024-06,BRONCHION COLD,932601.83,17728,AbbVie,West,IQVIA
2024-06,Bronchion Cold,623620.77,4854,Pfizer,Gulf,Third Party Estimate
2024-06,BronchionCold,744163.17,14065,AstraZeneca,Central,Local Market Audit
2024-06,BronchionCold,749798.53,5807,Novartis,South,Local Market Audit
2024-06,BRONCHION COLD,1596058.72,15271,AstraZeneca,North,Local Market Audit
2024-06,Immunex,1527714.62,11960,AstraZeneca,North,Third Party Estimate
2024-06,IMMUNEX,822204.87,7389,AstraZeneca,East,Third Party Estimate
2024-06,Immunex ,2046555.92,15946,AstraZeneca,Central,Distributor Panel
2024-06,ImmunexJunior,616334.36,8845,Pfizer,West,IQVIA
2024-06,ImmunexJunior,1792421.99,14276,Sanofi,Central,Third Party Estimate
2024-06,Immunex Junior ,1443863.95,10889,Sanofi,South,IQVIA
2024-06,IMMUNEX JUNIOR,1205880.2,16558,Pfizer,North,Distributor Panel
2024-06,Immunex Junior ,692386.52,7047,Novartis,Gulf,Local Market Audit
2024-06,GastroEase,1830906.71,13929,Sanofi,West,Distributor Panel
2024-06,GASTROEASE,507727.18,9858,Sanofi,South,IQVIA
2024-06,GastroEase ,1282259.75,14569,Novartis,East,Distributor Panel
2024-06,GastroEase,534642.74,3899,Novartis,North,IQVIA
2024-06,GastroEase,919473.97,8141,Novartis,Central,IQVIA
2024-06,GastroEase ,363015.39,5531,Sanofi,Gulf,Third Party Estimate
2024-06,GastroEase DSR ,381697.24,4639,Novartis,West,Local Market Audit
2024-06,GastroEase DSR,1354841.31,16675,Pfizer,North,Local Market Audit
2024-06,GastroEase DSR,1004831.0,11539,Novartis,East,Third Party Estimate
2024-06,GASTROEASE DSR,1698312.65,17970,AbbVie,Central,Third Party Estimate
2024-06,GASTROEASE DSR,2409588.67,17990,Local Generic,Gulf,IQVIA
2024-06,ALLERSAFE,495187.58,9914,Pfizer,East,Local Market Audit
2024-06,AllerSafe,935825.51,20155,AstraZeneca,West,IQVIA
2024-06,AllerSafe,757827.15,16529,AstraZeneca,Gulf,Third Party Estimate
2024-06,AllerSafe Plus,1561965.03,15052,Pfizer,East,Distributor Panel
2024-06,AllerSafe Plus,1767848.5,18424,Novartis,North,Third Party Estimate
2024-06,AllerSafePlus,1030238.91,10508,AbbVie,South,Local Market Audit
2024-06,ALLERSAFE PLUS,525048.16,6644,Sanofi,Central,IQVIA
2024-06,Neuroton OD ,948744.21,12159,Sanofi,Gulf,Local Market Audit
2024-06,NeurotonOD,465817.24,5312,AstraZeneca,West,Distributor Panel
2024-06,Neuroton OD ,1027186.94,9726,Local Generic,East,Local Market Audit
2024-06,NEUROTON OD,365623.34,4594,Sanofi,Central,IQVIA
2024-06,NEUROTON OD,2158012.48,17572,AstraZeneca,South,Third Party Estimate
2024-06,NeurotonOD,1781487.49,17256,AbbVie,North,Distributor Panel
2024-07,Cardiostat,308886.26,5388,Novartis,North,IQVIA
2024-07,Cardiostat ,526328.02,10960,Local Generic,Central,Third Party Estimate
2024-07,Cardiostat,1362236.11,13477,Sanofi,Gulf,Local Market Audit
